State,State Name,Year,Month,Indicator,Data Value,Predicted Value,Percent Complete,Percent Pending Investigation,Footnote
CA,California,2017,March,Number of Drug Overdose Deaths,4714,5027,100,0.375413087,* Underreported due to incomplete data
CA,California,2017,April,Number of Drug Overdose Deaths,4701,5021,100,0.379193366,* Underreported due to incomplete data
CA,California,2017,May,Number of Drug Overdose Deaths,4733,5060,100,0.38538181,* Underreported due to incomplete data
CA,California,2017,June,Number of Drug Overdose Deaths,4767,5132,100,0.401613949,* Underreported due to incomplete data
CA,California,2017,July,Number of Drug Overdose Deaths,4819,5204,100,0.406134653,* Underreported due to incomplete data
CA,California,2017,August,Number of Drug Overdose Deaths,4843,5260,100,0.411033193,* Underreported due to incomplete data
CA,California,2017,September,Number of Drug Overdose Deaths,4899,5325,100,0.421826048,* Underreported due to incomplete data
CA,California,2017,October,Number of Drug Overdose Deaths,4996,5426,100,0.429953689,* Underreported due to incomplete data
CA,California,2017,November,Number of Drug Overdose Deaths,4965,5384,100,0.440362871,* Underreported due to incomplete data
CO,Colorado,2015,January,Number of Deaths,36264,,100,0.01930289,
CO,Colorado,2015,February,Number of Deaths,36330,,100,0.019267823,
CO,Colorado,2015,March,Number of Deaths,36300,,100,0.019283747,
CO,Colorado,2015,April,Number of Deaths,36601,,100,0.021857326,
CO,Colorado,2015,May,Number of Deaths,36667,,100,0.021817983,
CO,Colorado,2015,June,Number of Deaths,36816,,100,0.024445893,
CO,Colorado,2015,July,Number of Deaths,36960,,100,0.03517316,
CO,Colorado,2015,August,Number of Deaths,37125,,100,0.037710438,
CO,Colorado,2015,September,Number of Deaths,37101,,100,0.043125522,
CO,Colorado,2015,October,Number of Deaths,37144,,100,0.045767823,
CO,Colorado,2015,November,Number of Deaths,37144,,100,0.040383373,
CO,Colorado,2015,December,Number of Deaths,36993,,100,0.040548212,
CO,Colorado,2016,January,Number of Deaths,36752,,100,0.040814105,
CO,Colorado,2016,February,Number of Deaths,36987,,100,0.04055479,
CO,Colorado,2016,March,Number of Deaths,37387,,100,0.045470351,
CO,Colorado,2016,April,Number of Deaths,37351,,100,0.042836872,
CO,Colorado,2016,May,Number of Deaths,37535,,100,0.042626882,
CO,Colorado,2016,June,Number of Deaths,37504,,100,0.037329352,
CO,Colorado,2016,July,Number of Deaths,37620,,100,0.026581606,
CO,Colorado,2016,August,Number of Deaths,37650,,100,0.029216467,
CO,Colorado,2016,September,Number of Deaths,37834,,100,0.034360628,
CO,Colorado,2016,October,Number of Deaths,38048,,100,0.02628259,
CO,Colorado,2016,November,Number of Deaths,38075,,100,0.026263953,
CO,Colorado,2016,December,Number of Deaths,38151,,100,0.031453959,
CO,Colorado,2017,January,Number of Deaths,38236,,100,0.031384036,* Underreported due to incomplete data
CO,Colorado,2017,February,Number of Deaths,38358,,100,0.031284217,* Underreported due to incomplete data
CO,Colorado,2017,March,Number of Deaths,38365,,100,0.026065424,* Underreported due to incomplete data
CO,Colorado,2017,April,Number of Deaths,38522,,100,0.028555111,* Underreported due to incomplete data
CO,Colorado,2017,May,Number of Deaths,38411,,100,0.036447893,* Underreported due to incomplete data
CO,Colorado,2017,June,Number of Deaths,38473,,100,0.044186832,* Underreported due to incomplete data
CO,Colorado,2017,July,Number of Deaths,38371,,100,0.046910427,* Underreported due to incomplete data
CO,Colorado,2017,August,Number of Deaths,38385,,100,0.044288133,* Underreported due to incomplete data
CO,Colorado,2017,September,Number of Deaths,38547,,100,0.038913534,* Underreported due to incomplete data
CO,Colorado,2017,October,Number of Deaths,38595,,100,0.046638166,* Underreported due to incomplete data
CO,Colorado,2017,November,Number of Deaths,38708,,100,0.04391857,* Underreported due to incomplete data
CO,Colorado,2015,January,Number of Drug Overdose Deaths,923,930,100,0.01930289,
CO,Colorado,2015,February,Number of Drug Overdose Deaths,932,939,100,0.019267823,
CO,Colorado,2015,March,Number of Drug Overdose Deaths,939,946,100,0.019283747,
CO,Colorado,2015,April,Number of Drug Overdose Deaths,950,957,100,0.021857326,
CO,Colorado,2015,May,Number of Drug Overdose Deaths,927,934,100,0.021817983,
CO,Colorado,2015,June,Number of Drug Overdose Deaths,921,929,100,0.024445893,
CO,Colorado,2015,July,Number of Drug Overdose Deaths,918,927,100,0.03517316,
CO,Colorado,2015,August,Number of Drug Overdose Deaths,928,938,100,0.037710438,
CO,Colorado,2015,September,Number of Drug Overdose Deaths,917,927,100,0.043125522,
CO,Colorado,2015,October,Number of Drug Overdose Deaths,915,926,100,0.045767823,
CO,Colorado,2015,November,Number of Drug Overdose Deaths,908,918,100,0.040383373,
CO,Colorado,2015,December,Number of Drug Overdose Deaths,913,923,100,0.040548212,
CO,Colorado,2016,January,Number of Drug Overdose Deaths,913,923,100,0.040814105,
CO,Colorado,2016,February,Number of Drug Overdose Deaths,912,922,100,0.04055479,
CO,Colorado,2016,March,Number of Drug Overdose Deaths,908,919,100,0.045470351,
CO,Colorado,2016,April,Number of Drug Overdose Deaths,894,904,100,0.042836872,
CO,Colorado,2016,May,Number of Drug Overdose Deaths,915,925,100,0.042626882,
CO,Colorado,2016,June,Number of Drug Overdose Deaths,935,945,100,0.037329352,
CO,Colorado,2016,July,Number of Drug Overdose Deaths,928,936,100,0.026581606,
CO,Colorado,2016,August,Number of Drug Overdose Deaths,934,942,100,0.029216467,
CO,Colorado,2016,September,Number of Drug Overdose Deaths,933,942,100,0.034360628,
CO,Colorado,2016,October,Number of Drug Overdose Deaths,948,956,100,0.02628259,
CO,Colorado,2016,November,Number of Drug Overdose Deaths,952,960,100,0.026263953,
CO,Colorado,2016,December,Number of Drug Overdose Deaths,965,974,100,0.031453959,
CO,Colorado,2017,January,Number of Drug Overdose Deaths,976,977,100,0.031384036,* Underreported due to incomplete data
CO,Colorado,2017,February,Number of Drug Overdose Deaths,966,971,100,0.031284217,* Underreported due to incomplete data
CO,Colorado,2017,March,Number of Drug Overdose Deaths,963,967,100,0.026065424,* Underreported due to incomplete data
CO,Colorado,2017,April,Number of Drug Overdose Deaths,988,993,100,0.028555111,* Underreported due to incomplete data
CO,Colorado,2017,May,Number of Drug Overdose Deaths,982,988,100,0.036447893,* Underreported due to incomplete data
CO,Colorado,2017,June,Number of Drug Overdose Deaths,996,1008,100,0.044186832,* Underreported due to incomplete data
CO,Colorado,2017,July,Number of Drug Overdose Deaths,1012,1027,100,0.046910427,* Underreported due to incomplete data
CO,Colorado,2017,August,Number of Drug Overdose Deaths,1018,1037,100,0.044288133,* Underreported due to incomplete data
CO,Colorado,2017,September,Number of Drug Overdose Deaths,1023,1040,100,0.038913534,* Underreported due to incomplete data
CO,Colorado,2017,October,Number of Drug Overdose Deaths,1026,1042,100,0.046638166,* Underreported due to incomplete data
CO,Colorado,2017,November,Number of Drug Overdose Deaths,1045,1057,100,0.04391857,* Underreported due to incomplete data
CT,Connecticut,2015,January,Cocaine (T40.5),118,123,100,0.009926872,
CT,Connecticut,2015,February,Cocaine (T40.5),124,129,100,0.009885004,
CT,Connecticut,2015,March,Cocaine (T40.5),124,129,100,0.009837033,
CT,Connecticut,2015,April,Cocaine (T40.5),125,130,100,0.009858368,
CT,Connecticut,2015,May,Cocaine (T40.5),124,129,100,0.0131419,
CT,Connecticut,2015,June,Cocaine (T40.5),126,131,100,0.013111315,
CT,Connecticut,2015,July,Cocaine (T40.5),133,138,100,0.016333464,
CT,Connecticut,2015,August,Cocaine (T40.5),134,139,100,0.016367148,
CT,Connecticut,2015,September,Cocaine (T40.5),139,144,100,0.019636078,
CT,Connecticut,2015,October,Cocaine (T40.5),155,161,100,0.016331863,
CT,Connecticut,2015,November,Cocaine (T40.5),164,170,100,0.019511561,
CT,Connecticut,2015,December,Cocaine (T40.5),168,174,100,0.016339869,
CT,Connecticut,2016,January,Cocaine (T40.5),171,177,100,0.0164647,
CT,Connecticut,2016,February,Cocaine (T40.5),177,184,100,0.016539314,
CT,Connecticut,2016,March,Cocaine (T40.5),179,186,100,0.01657715,
CT,Connecticut,2016,April,Cocaine (T40.5),186,193,100,0.016557388,
CT,Connecticut,2016,May,Cocaine (T40.5),195,202,100,0.01324591,
CT,Connecticut,2016,June,Cocaine (T40.5),197,204,100,0.016562873,
CT,Connecticut,2016,July,Cocaine (T40.5),201,208,100,0.013291686,
CT,Connecticut,2016,August,Cocaine (T40.5),211,219,100,0.016580448,
CT,Connecticut,2016,September,Cocaine (T40.5),223,231,100,0.016617921,
CT,Connecticut,2016,October,Cocaine (T40.5),223,231,100,0.016580998,
CT,Connecticut,2016,November,Cocaine (T40.5),224,232,100,0.016504918,
CT,Connecticut,2016,December,Cocaine (T40.5),237,246,100,0.026108808,
CT,Connecticut,2017,January,Cocaine (T40.5),250,257,100,0.025943702,* Underreported due to incomplete data
CT,Connecticut,2017,February,Cocaine (T40.5),247,255,100,0.025783995,* Underreported due to incomplete data
CT,Connecticut,2017,March,Cocaine (T40.5),259,267,100,0.035409625,* Underreported due to incomplete data
CT,Connecticut,2017,April,Cocaine (T40.5),267,277,100,0.038574046,* Underreported due to incomplete data
CT,Connecticut,2017,May,Cocaine (T40.5),280,291,100,0.041767068,* Underreported due to incomplete data
CT,Connecticut,2017,June,Cocaine (T40.5),278,289,100,0.05117871,* Underreported due to incomplete data
CT,Connecticut,2017,July,Cocaine (T40.5),286,296,100,0.054209184,* Underreported due to incomplete data
CT,Connecticut,2017,August,Cocaine (T40.5),293,303,100,0.063716589,* Underreported due to incomplete data
CT,Connecticut,2017,September,Cocaine (T40.5),288,299,100,0.063371356,* Underreported due to incomplete data
CT,Connecticut,2017,October,Cocaine (T40.5),284,295,100,0.072951028,* Underreported due to incomplete data
CT,Connecticut,2017,November,Cocaine (T40.5),283,295,100,0.114500175,* Underreported due to incomplete data
CT,Connecticut,2015,January,Heroin (T40.1),298,299,100,0.009926872,
CT,Connecticut,2015,February,Heroin (T40.1),302,303,100,0.009885004,
CT,Connecticut,2015,March,Heroin (T40.1),294,295,100,0.009837033,
CT,Connecticut,2015,April,Heroin (T40.1),306,307,100,0.009858368,
CT,Connecticut,2015,May,Heroin (T40.1),306,307,100,0.0131419,
CT,Connecticut,2015,June,Heroin (T40.1),309,310,100,0.013111315,
CT,Connecticut,2015,July,Heroin (T40.1),338,340,100,0.016333464,
CT,Connecticut,2015,August,Heroin (T40.1),341,343,100,0.016367148,
CT,Connecticut,2015,September,Heroin (T40.1),353,355,100,0.019636078,
CT,Connecticut,2015,October,Heroin (T40.1),368,370,100,0.016331863,
CT,Connecticut,2015,November,Heroin (T40.1),382,384,100,0.019511561,
CT,Connecticut,2015,December,Heroin (T40.1),394,396,100,0.016339869,
CT,Connecticut,2016,January,Heroin (T40.1),403,405,100,0.0164647,
CT,Connecticut,2016,February,Heroin (T40.1),410,412,100,0.016539314,
CT,Connecticut,2016,March,Heroin (T40.1),424,426,100,0.01657715,
CT,Connecticut,2016,April,Heroin (T40.1),436,438,100,0.016557388,
CT,Connecticut,2016,May,Heroin (T40.1),454,456,100,0.01324591,
CT,Connecticut,2016,June,Heroin (T40.1),462,464,100,0.016562873,
CT,Connecticut,2016,July,Heroin (T40.1),454,456,100,0.013291686,
CT,Connecticut,2016,August,Heroin (T40.1),461,463,100,0.016580448,
CT,Connecticut,2016,September,Heroin (T40.1),456,458,100,0.016617921,
CT,Connecticut,2016,October,Heroin (T40.1),443,445,100,0.016580998,
CT,Connecticut,2016,November,Heroin (T40.1),451,453,100,0.016504918,
CT,Connecticut,2016,December,Heroin (T40.1),459,462,100,0.026108808,
CT,Connecticut,2017,January,Heroin (T40.1),470,469,100,0.025943702,* Underreported due to incomplete data
CT,Connecticut,2017,February,Heroin (T40.1),468,469,100,0.025783995,* Underreported due to incomplete data
CT,Connecticut,2017,March,Heroin (T40.1),475,476,100,0.035409625,* Underreported due to incomplete data
CT,Connecticut,2017,April,Heroin (T40.1),464,464,100,0.038574046,* Underreported due to incomplete data
CT,Connecticut,2017,May,Heroin (T40.1),472,472,100,0.041767068,* Underreported due to incomplete data
CT,Connecticut,2017,June,Heroin (T40.1),473,474,100,0.05117871,* Underreported due to incomplete data
CT,Connecticut,2017,July,Heroin (T40.1),473,480,100,0.054209184,* Underreported due to incomplete data
CT,Connecticut,2017,August,Heroin (T40.1),469,478,100,0.063716589,* Underreported due to incomplete data
CT,Connecticut,2017,September,Heroin (T40.1),461,470,100,0.063371356,* Underreported due to incomplete data
CT,Connecticut,2017,October,Heroin (T40.1),455,464,100,0.072951028,* Underreported due to incomplete data
CT,Connecticut,2017,November,Heroin (T40.1),431,441,100,0.114500175,* Underreported due to incomplete data
CT,Connecticut,2015,January,Methadone (T40.3),58,59,100,0.009926872,
CT,Connecticut,2015,February,Methadone (T40.3),54,55,100,0.009885004,
CT,Connecticut,2015,March,Methadone (T40.3),57,58,100,0.009837033,
CT,Connecticut,2015,April,Methadone (T40.3),57,58,100,0.009858368,
CT,Connecticut,2015,May,Methadone (T40.3),58,59,100,0.0131419,
CT,Connecticut,2015,June,Methadone (T40.3),62,63,100,0.013111315,
CT,Connecticut,2015,July,Methadone (T40.3),74,75,100,0.016333464,
CT,Connecticut,2015,August,Methadone (T40.3),76,77,100,0.016367148,
CT,Connecticut,2015,September,Methadone (T40.3),76,77,100,0.019636078,
CT,Connecticut,2015,October,Methadone (T40.3),75,76,100,0.016331863,
CT,Connecticut,2015,November,Methadone (T40.3),77,78,100,0.019511561,
CT,Connecticut,2015,December,Methadone (T40.3),73,74,100,0.016339869,
CT,Connecticut,2016,January,Methadone (T40.3),72,73,100,0.0164647,
CT,Connecticut,2016,February,Methadone (T40.3),72,73,100,0.016539314,
CT,Connecticut,2016,March,Methadone (T40.3),71,72,100,0.01657715,
CT,Connecticut,2016,April,Methadone (T40.3),73,74,100,0.016557388,
CT,Connecticut,2016,May,Methadone (T40.3),74,75,100,0.01324591,
CT,Connecticut,2016,June,Methadone (T40.3),72,73,100,0.016562873,
CT,Connecticut,2016,July,Methadone (T40.3),62,63,100,0.013291686,
CT,Connecticut,2016,August,Methadone (T40.3),64,65,100,0.016580448,
CT,Connecticut,2016,September,Methadone (T40.3),65,66,100,0.016617921,
CT,Connecticut,2016,October,Methadone (T40.3),66,67,100,0.016580998,
CT,Connecticut,2016,November,Methadone (T40.3),68,69,100,0.016504918,
CT,Connecticut,2016,December,Methadone (T40.3),71,72,100,0.026108808,
CT,Connecticut,2017,January,Methadone (T40.3),67,67,100,0.025943702,* Underreported due to incomplete data
CT,Connecticut,2017,February,Methadone (T40.3),70,71,100,0.025783995,* Underreported due to incomplete data
CT,Connecticut,2017,March,Methadone (T40.3),73,74,100,0.035409625,* Underreported due to incomplete data
CT,Connecticut,2017,April,Methadone (T40.3),78,79,100,0.038574046,* Underreported due to incomplete data
CT,Connecticut,2017,May,Methadone (T40.3),81,82,100,0.041767068,* Underreported due to incomplete data
CT,Connecticut,2017,June,Methadone (T40.3),85,86,100,0.05117871,* Underreported due to incomplete data
CT,Connecticut,2017,July,Methadone (T40.3),87,89,100,0.054209184,* Underreported due to incomplete data
CT,Connecticut,2017,August,Methadone (T40.3),87,89,100,0.063716589,* Underreported due to incomplete data
CT,Connecticut,2017,September,Methadone (T40.3),81,83,100,0.063371356,* Underreported due to incomplete data
CT,Connecticut,2017,October,Methadone (T40.3),83,85,100,0.072951028,* Underreported due to incomplete data
CT,Connecticut,2017,November,Methadone (T40.3),89,92,100,0.114500175,* Underreported due to incomplete data
CT,Connecticut,2015,January,Natural & semi-synthetic opioids (T40.2),170,172,100,0.009926872,
CT,Connecticut,2015,February,Natural & semi-synthetic opioids (T40.2),168,170,100,0.009885004,
CT,Connecticut,2015,March,Natural & semi-synthetic opioids (T40.2),174,176,100,0.009837033,
CT,Connecticut,2015,April,Natural & semi-synthetic opioids (T40.2),164,166,100,0.009858368,
CT,Connecticut,2015,May,Natural & semi-synthetic opioids (T40.2),166,168,100,0.0131419,
CT,Connecticut,2015,June,Natural & semi-synthetic opioids (T40.2),174,176,100,0.013111315,
CT,Connecticut,2015,July,Natural & semi-synthetic opioids (T40.2),183,185,100,0.016333464,
CT,Connecticut,2015,August,Natural & semi-synthetic opioids (T40.2),177,179,100,0.016367148,
CT,Connecticut,2015,September,Natural & semi-synthetic opioids (T40.2),181,183,100,0.019636078,
CT,Connecticut,2015,October,Natural & semi-synthetic opioids (T40.2),184,186,100,0.016331863,
CT,Connecticut,2015,November,Natural & semi-synthetic opioids (T40.2),188,190,100,0.019511561,
